suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id
LIIIPP1A1I4J,2011-03-23T13:27:25.747+00:00,*OSBORNE TO DELAY INFLATION RISE IN DUTY TO NEXT YEAR,BNALL;BNK;BOE;BON;BUD;BUSINESS;CBM;CECO;CEN;CMD;COEVNT;CORPFIN;COS;CP;ECO;ECOFI;EUROPE;FIN;FINMIN;FINNEWS;FLASHG7;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;HOM;INF;LOANS;MAC;MARKETS;MMK;MOR;MSCIDVEUR;MSCIWORLD;NRG;POL;REL;SRCRANK1;TAX;UK;UKECO;ECOINDIC;ESCB;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;MISC;RESREL;SPREGIONS;WORLD,15227081;4149228,4149228,osborne,-9999,0,00541c41670642c79819989a349b690d
LSOPMD1A1I4I,2011-10-07T07:18:13.417+00:00,*OSBORNE BACKS KING VIEW THAT THIS IS WORST CRISIS SINCE 1930S,BNALL;BUSINESS;CECO;ECO;EUROPE;FINMIN;FINNEWS;G7ECOS;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,0,1,f960298c2dff47b98834f3df82b1f63e
LSOPQI1A1I4H,2011-10-07T07:20:42.335+00:00,*OSBORNE SAYS KING NOT DRAGGING FEET OVER CREDIT EASING,BNALL;BUSINESS;CECO;ECO;EUROPE;FINMIN;FINNEWS;G7ECOS;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,1,1,272c3b6c682641aeb70b1753410599c7
LSOPR91A1I4I,2011-10-07T07:21:09.714+00:00,*OSBORNE SAYS CREDIT EASING PLANS WILL ADDRESS MKT FAILURES,BNALL;BUSINESS;CECO;ECO;EUROPE;FINMIN;FINNEWS;G7ECOS;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,0,1,62173f53fb2a48bebf40d437057d0fad
LSOPYX1A1I4S,2011-10-07T07:25:45.909+00:00,*OSBORNE: CREDIT EASING PLANS TO HELP BANKS MAKE LENDING CHOICES,BNALL;BNK;BUSINESS;CECO;ECO;EUROPE;FINMIN;FINNEWS;G7ECOS;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;COS;FIN;G10MEMB;G7MEMB;GEN;INDUSTRIES;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,0,1,4351e4714a2c4208861083e342f42ac2
LSOQ061A1I4I,2011-10-07T07:26:30.360+00:00,*OSBORNE SAYS BOE HAS VERY CLEAR INFLATION TARGET,BNALL;BUSINESS;CECO;ECO;ECOFI;EUROPE;FINMIN;FINNEWS;G7ECOS;GOV;GOVMISC;HEADS;INF;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;ECOINDIC;FIALL;FIASST;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,0,1,7ff64d855f514b8ab2b30c32e6ad35e8
LVFADF1A1I4J,2011-11-29T12:51:16.170+00:00,*OSBORNE SAYS QE WILL SUPPORT DEMAND ACROSS THE ECONOMY,ALLFND;BNALL;BOE;BON;BUD;BUSINESS;CBM;CECO;CEN;CMD;DRV;ECO;ECOFI;EUROPE;FINNEWS;FLASHG7;FRX;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;LOANS;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;PSN;SRCRANK1;TAX;UK;UKECO;ESCB;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;G8;GEN;MISC;SPREGIONS;WORLD,15227081;4149228,4149228,osborne,1,1,34b2996f2cb3409a8eb9c494edf92233
LVFAEE1A1I4I,2011-11-29T12:51:50.995+00:00,*OSBORNE SAYS GOVERNMENT LAUNCHING PROGRAM OF CREDIT EASING,ALLFND;BNALL;BOE;BON;BUD;BUSINESS;CBM;CECO;CEN;CMD;DRV;ECO;EUROPE;FINNEWS;FLASHG7;FRX;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;LOANS;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;PSN;SRCRANK1;TAX;UK;UKECO;ESCB;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;G8;GEN;MISC;SPREGIONS;WORLD,15227081;4149228,4149228,osborne,0,1,f153c114304e44bda6222f6427fdabe5
LXDB301A1I4I,2012-01-06T08:18:36.279+00:00,*CAMERON SAYS HE HOPES SLOWER INFLATION TO CUT STRAINS IN 2012,BNALL;BNSTAFF;BON;BUD;BUSINESS;CBM;CECO;CMD;DRV;ECO;ECOFI;EUROPE;FINNEWS;FRX;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;INF;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;RIF;SRCRANK1;UK;UKECO;UKGOV;UKPM;ECOINDIC;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,2060605;6015662,2060605,cameron,0,1,2969aee789204c368b413f853612ab8e
LZDP601A1I4X,2012-02-14T10:30:00.654+00:00,*U.K. CHANCELLOR GEORGE OSBORNE COMMENTS IN LETTER TO KING,BNK;BOE;BOESPEAK;BON;BUSINESS;CECO;CEN;COS;ECO;EUROPE;FIN;FINNEWS;FLASHG7;FRX;G7ECOS;GOV;GOVMISC;HEADS;INF;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;RP;SRCRANK1;UK;UKECO;ECOINDIC;ESCB;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;MISC;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,e6f2529eecb24900814462f922996b53
M18J2V1A1I4I,2012-03-21T12:37:43.582+00:00,*OSBORNE REAFFIRMS CPI INFLATION TARGET OF 2%,BON;BUD;BUSINESS;CBM;CECO;DRV;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;INF;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;SRCRANK1;TAX;UK;UKECO;UKGOV;UKTRE;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,0,1,2e8cc5f6e84c46798c105e05bf2e974a
M18JFT1A1I4I,2012-03-21T12:45:29.897+00:00,"*OSBORNE SAYS DMO TO CONSULT ON 50+ YR GILTS, PERPETUAL GILTS",BON;BUD;BUSINESS;CBM;CECO;DRV;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;SRCRANK1;TAX;UK;UKECO;UKGOV;UKTRE;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,-9999,0,950c60c5ad9a4f89968a1bfefb845280
M18KNO1A1I4J,2012-03-21T13:11:48.869+00:00,*OSBORNE SAYS TOBACCO DUTY TO RISE BY 5% ABOVE INFLATION,AGR;BON;BUD;BUSINESS;CBM;CECO;DRV;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;INF;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;SRCRANK1;TAX;TOB;UK;UKECO;UKGOV;UKTRE;CMD;CMDKEY;CONS;COS;CREDITKEY;DEBTKEY;ECOINDIC;ESGCOUNT;ESGVICE;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;INDUSTRIES;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,-9999,0,e349c32041034f46a7886c12e97b891a
M18KRU1A1I4I,2012-03-21T13:14:18.556+00:00,*OSBORNE INCREASES VEHICLE EXCISE DUTY BY INFLATION,BON;BUD;BUSINESS;CBM;CECO;COS;DRV;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLT;GOV;GOVMISC;HEADS;INF;MARKETS;MMK;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;SRCRANK1;TAX;UK;UKECO;UKGOV;UKTRE;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,-9999,0,da57b980c24842e3b82f70326d890edc
M6DQ9M1A1I4I,2012-06-29T12:48:58.350+00:00,*CAMERON SAYS I WANT BOE REGULATING U.K. BANKS,BGOVBILLGO;BNK;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EU;EUROPE;FINNEWS;FLASHG7;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RATESKEY;RIF;SRCRANK1;UK;UKECO;UKGOV;BGOVCODES;CEN;CMDKEY;COS;CREDITKEY;DEBTKEY;FIALL;FIASST;FIN;FISUB;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;MISC;NRGKEY;SPREGIONS;WORLD,2060605;3400920,2060605,cameron,-9999,0,3b352fec905041b087a28d3129e3be63
M6DQRS1A1I4O,2012-06-29T12:59:52.632+00:00,*CAMERON SAYS KING MADE STINGING CRITICISMS ON BANKS    :BARC LN,BGOVBILLGO;BNK;BON;BONDWIRES;BUSINESS;CBM;CECO;COS;CPNYCNT1;ECO;EQUITYKEY;EU;EUROPE;FIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RATESKEY;RIF;SCR;SRCRANK1;STK;UK;UKECO;UKGOV;UKX;BGOVCODES;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;INDUSTRIES;MISC;SPREGIONS;STKNDX;WORLD,2060605;3400920,2060605,cameron,-9999,0,e466fcaa3d97401fb658025c4047750d
MDU1YP1A1I4I,2012-11-21T10:18:25.527+00:00,*OSBORNE: BOE WILL BE ABLE TO WITHSTAND LOBBYING FROM BANKS,BGOVBILLGO;BIZNEWS;BNK;BOE;BONDWIRES;BUSINESS;CECO;CEN;COS;ECO;EQUITYKEY;EUROPE;FIN;FINMIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;RIF;RULES;SRCRANK1;UK;UKECO;UKGOV;UKHOC;UKHOL;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;SPREGIONS;WORLD,4149228;6015662,4149228,osborne,-9999,0,067eb2b2771d4d3aac5bb9c59d702a8e
MEK5QM1A1I4I,2012-12-05T12:37:34.216+00:00,*OSBORNE SAYS INVESTMENT FLOWING INTO UK GILTS,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUD;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;SRCRANK1;TAX;UK;UKECO;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;SPREGIONS;WORLD,15315236;4149228,4149228,osborne,-9999,0,3eb6eca5f0f34e879d420e92df359851
MG76PT1A1I4J,2013-01-06T09:37:05.428+00:00,*CAMERON SAYS `RIGHT NOW' BRITAIN NEEDS LOW-INTEREST RATES,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;COS;ECO;EQUITYKEY;EUROPE;FIN;FINNEWS;GLOBALMACR;GOV;HEADS;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;RIF;SRCRANK1;UK;UKECO;AGRKEY;BGOVCODES;CECO;CMDKEY;CREDITKEY;DEBTKEY;FXKEY;G10MEMB;G7MEMB;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;POLIRISK;SPREGIONS;WORLD,2060605;5879191,2060605,cameron,2,1,a629d3928d544877a0420b22d260cae3
MHFU8N1A1I4I,2013-01-30T12:19:36.031+00:00,*CAMERON SAYS BOE'S FLS IS LOWERING INTEREST RATES,BGOVBILLGO;BIZNEWS;BOE;BONDWIRES;BUSINESS;CBRATES;CECO;CEN;ECO;EQUITYKEY;EUROPE;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;LOANS;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;RIF;SRCRANK1;UK;UKECO;UKGOV;UKHOC;UKPM;AGRKEY;BGOVCODES;BON;CBM;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;FISUB;FXKEY;G10MEMB;G7MEMB;G8;GBN;GEN;METALKEY;MISC;NRGKEY;POLIRISK;SPREGIONS;WORLD,2060605;6015662,2060605,cameron,1,1,f4d6ea5f93314bc1ba4e5cb654d9d3ba
MJYM6G1A1I4I,2013-03-20T12:47:04.180+00:00,*OSBORNE SAYS BOE APF WILL REMAIN IN PLACE FOR COMING YEAR,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,1,1,a83dc9bc41d24940936c8b5a2e081994
MJYM6K1A1I4K,2013-03-20T12:47:08.919+00:00,*OSBORNE IS WORKING WITH BOE ON EXTENSIONS TO FLS PROGRAM,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,906b6b34488d4078b2b72c04965e9d9e
MJYM7H1A1I4I,2013-03-20T12:47:41.480+00:00,*OSBORNE SAYS GOVERNMENT REVIEWING MONETARY POLICY FRAMEWORK,ALLHOT;BB;BGOVBILLGO;BIZNEWS;BONDWIRES;BRNEWS;BUD;BUSINESS;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;FXMARKET;GLOBALMACR;GOV;HEADS;HOT;MAJOR;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;TIMECO;TIMENI;TOP;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CEN;CMDKEY;CREDITKEY;DEBTKEY;FIALL;FIASST;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,ab867d4e01904489a158547d0d6cbe77
MJYM7R1A1I4I,2013-03-20T12:47:51.778+00:00,*OSBORNE SAYS BUDGET CONFIRMS PRIMARY OF INFLATION TARGET,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;INF;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;FIALL;FIASST;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,38d0785ff4874171a1a73723c318ce1c
MJYM881A1I4I,2013-03-20T12:48:08.366+00:00,*OSBORNE SAYS UPDATED BOE REMIT CONFIRMS CPI TARGET AT 2%,ALLHOT;BB;BGOVBILLGO;BIZNEWS;BONDWIRES;BRNEWS;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;HOT;MAJOR;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;TIMECO;TIMENI;TOP;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,55655b9b778849ecac39c2d22fe94885
MJYM8T1A1I4K,2013-03-20T12:48:29.929+00:00,*OSBORNE SAYS CHANGING TIMING OF BOE OPEN LETTER ON CPI,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,0663ae0ef3774840b4701a307345ac54
MJYMAD1A1I4I,2013-03-20T12:49:25.806+00:00,*OSBORNE: MPC MAY WISH TO ISSUE EXPLICIT FORWARD GUIDANCE,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,1,1,20655e19c2064438bfda671d3aabef40
MJYMB31A1I4K,2013-03-20T12:49:51.759+00:00,*OSBORNE SEEKS RESPONSE FROM BOE ON INTERMEDIATE THRESHOLDS,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,-9999,0,ab32ceeab2d94dec9002e6aa9ffc6e29
MJYMCK1A1I4I,2013-03-20T12:50:44.291+00:00,*OSBORNE ASKS BOE TO ASSESS USE OF FORWARD GUIDANCE BENEFITS,ALLHOT;BB;BGOVBILLGO;BIZNEWS;BONDWIRES;BRNEWS;BUD;BUSINESS;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;HOT;MAJOR;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;TIMECO;TIMENI;TOP;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,5fab5ef43e9549869ce1b026f01175cd
MJYMD61A1I4I,2013-03-20T12:51:06.149+00:00,*OSBORNE ASKS BOE TO RESPONSE IN ITS AUGUST INFLATION REPORT,BGOVBILLGO;BIZNEWS;BONDWIRES;BUD;BUSINESS;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;GLOBALMACR;GOV;HEADS;INF;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ECOINDIC;ECOSTAT;FIALL;FIASST;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,4149228;6269200,4149228,osborne,0,1,cfd85cbd7c714309827716745547cbfd
MMMUF90D9L3Q,2013-05-11T11:54:45.906+00:00,*OSBORNE SAYS G-7 DISCUSSED MONETARY POLICY,BFWFX;BGOVBILLGO;BIZNEWS;BOE;BON;BONDWIRES;BUSINESS;CECO;CEN;ECO;ECOFI;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FLASHG7;FRX;FXKEY;FXMARKET;G7ECOS;G8;GLOBALMACR;GOV;GOVMISC;HEADS;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;AGRKEY;BGOVCODES;CMDGLOMAC;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;G10MEMB;G7MEMB;GEN;METALKEY;MISC;NRGKEY;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,4108c220452240a1b17240f373f3139b
MR7AUL1A1I4S,2013-08-08T07:15:57.892+00:00,*CAMERON SAYS CARNEY IS SAYING GOVT DOING RIGHT THING,BGOVBILLGO;BIZNEWS;BNK;BOE;BONDWIRES;BUD;BUSINESS;CECO;CEN;CMDGLOMAC;COS;ECO;EQUITYKEY;EUROPE;FIN;FINNEWS;FLASHG7;G7ECOS;GLOBALMACR;GOV;GOVMISC;HEADS;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;RIF;SRCRANK1;UK;UKECO;AGRKEY;BGOVCODES;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;INDUSTRIES;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;SPREGIONS;WORLD,2060605;5879191,2060605,cameron,0,1,85973b038ce148de96d9e6c95202544d
MTVPC71A1I4J,2013-09-29T08:38:31.846+00:00,*CAMERON SAYS `LET'S PUT OUR TRUST IN THE BANK OF ENGLAND',BGOVBILLGO;BIZNEWS;BOE;BONDWIRES;BUD;BUSINESS;CMDGLOMAC;COS;ECO;EQUITYKEY;EUROPE;FIN;FINNEWS;FLASHG7;GLOBALMACR;GOV;HEADS;MSCIDVEUR;MSCIWORLD;POL;RATESKEY;RIF;SRCRANK1;UK;AGRKEY;BGOVCODES;CEN;CMDKEY;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;FXKEY;G10MEMB;G7MEMB;G8;GEN;GOVMISC;INDUSTRIES;METALKEY;MISC;NRGKEY;OILKEY;POLIRISK;SPREGIONS;WORLD,2060605;5879191,2060605,cameron,-1,1,41ccff4722734e0da6d38fa32e1ba4f1
MZWBS46S973J,2014-01-24T08:04:52.761+00:00,*OSBORNE SAYS CARNEY IS INDEPENDENT AT BOE,BGOVBILLGO;BIZNEWS;BOE;BOESPEAK;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;BGOVCODES;CEN;CREDITKEY;DEBTKEY;ESCB;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;PLCY;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,-1,1,55d80d3bcd724ed89d2c2ebccf201491
MZWBTI6S972V,2014-01-24T08:05:42.523+00:00,*OSBORNE SAYS SUPPORTIVE MONETARY POLICY HAS WORKED,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;FXMARKET;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MONETARY;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;BGOVCODES;CEN;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,1,1,c6928b3c129c49b1b75b5e9e64b33e5b
MZWBXA6S972D,2014-01-24T08:07:58.470+00:00,*OSBORNE SAYS BOE HAS A WHOLE RANGE OF MACRO TOOLS,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;BGOVCODES;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,6d5daea6212946868e5336ef72ee6236
MZWE0P6S972M,2014-01-24T08:53:13.475+00:00,*OSBORNE SAYS BOE'S MACROPRUDENTIAL FRAMEWORK IS SECOND TO NONE,BGOVBILLGO;BIZNEWS;BON;BONDWIRES;BUSINESS;CBM;CECO;ECO;EQUITYKEY;EUROPE;FINMIN;FINNEWS;FRX;FXKEY;G7ECOS;GBN;GLOBALMACR;GLT;GOV;GOVMISC;HEADS;MARKETS;MSCIDVEUR;MSCIWORLD;RIF;SRCRANK1;UK;UKECO;UKGOV;UKTRE;BGOVCODES;CREDITKEY;DEBTKEY;FIALL;FIASST;FISUB;G10MEMB;G7MEMB;GEN;MISC;POLIRISK;RATESKEY;SPREGIONS;WORLD,3400920;4149228,4149228,osborne,0,1,eb77c7f6751b44638ad341340c6bbd8f
