Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
,,,QW8XBNT0AFB8,*POWELL: MISTAKE TO REACT PREMATURELY TO INFLATION RISK,2021-07-14 17:45:23.895000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QWACHYT0G1KW,*BULLARD: IT IS TIME TO END THESE EMERGENCY MEASURES,2021-07-15 12:10:46.028000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QWYXF0T1UM0Z,*POWELL: CLEARLY A WAYS AWAY FROM RAISING INTEREST RATES,2021-07-28 18:45:00.353000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QWYXSQT0G1L5,*POWELL: FRAMEWORK TEST TO BE WHEN WE THINK ABOUT RAISING RATS,2021-07-28 18:53:14.978000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QX2BTET1UM11,*BULLARD: 4Q 2022 INTEREST-RATE INCREASE IS HIS BASE CASE,2021-07-30 14:50:00.001000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,QX61QNDWRGG6,*KASHKARI: DELTA VARIANT COULD SLOW LABOR MARKET RECOVERY,2021-08-01 15:01:35.445000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QX61TWDWRGG5,*KASHKARI: WE'VE MADE PROGRESS BUT MANY AMERICANS STILL LACK JOB,2021-08-01 15:03:32.844000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QXBHL1DWRGG4,*CLARIDA: RAPID SPREAD OF DELTA VARIANT CLEARLY A DOWNSIDE RISK,2021-08-04 14:00:00.006000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QXDTL6CAB9Q8,*MANCHIN SAYS FED SHOULD REVERSE EASY-MONEY POLICIES: DJ,2021-08-05 19:46:18.669000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,QXDURRDWLU6G,*KASHKARI: LABOR MARKET STILL IN DEEP HOLE WITH 7M-9M JOBLESS,2021-08-05 20:11:51.728000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QXDVI1DWRGG0,*KASHKARI: U.S. HAS NOT YET MADE SUBSTANTIAL PROGRESS ON JOBS,2021-08-05 20:27:37.226000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QXKWAOT0G1L4,*BOSTIC SAYS MAY BE AT GOAL TARGET NOW OF 5-YR CORE PCE AT 2%,2021-08-09 15:30:00.005000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QXOMATT1UM0Y,*GEORGE: `TIME HAS COME' TO DIAL BACK EXTRAORDINARY FED EASING,2021-08-11 16:00:00.011000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QXOMATT1UM12,*GEORGE ALSO CITES `FIRM' PRICE EXPECTATIONS IN CALL FOR SHIFT,2021-08-11 16:00:00.015000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QY02IKDWRGG7,*FED'S KASHKARI STILL SEES 'A LOT OF SLACK' IN LABOR MARKET,2021-08-17 20:06:20.214000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QY0302DWX2Q4,*KASHKARI: DELTA VARIANT IS A RISK,2021-08-17 20:16:50.723000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QY1MBWDWLU6U,*BULLARD: 4Q 2022 IS `LOGICAL PLACE' FOR RATES LIFTOFF,2021-08-18 16:11:56.579000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,QYG5MKT0AFB6,*BULLARD SEES AT LEAST 2.5% INFLATION IN 2022,2021-08-26 12:35:08.642000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QYHXMLT0AFBE,"*BOSTIC: WOULD WANT TO DO THE TAPER QUICKLY, NOT HAVE IT LINGER",2021-08-27 11:37:33.749000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QYHXW1T0AFB4,*BOSTIC: `I'M NOT IN A RUSH TO GET TO INTEREST-RATE HIKES',2021-08-27 11:43:13.035000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QYI0JTT0G1KX,*BOSTIC: WE CAN TAPER FASTER THAN LAST TIME DUE STRONG ECONOMY,2021-08-27 12:40:41.292000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QYI0KXT1UM11,*BOSTIC: REPEATS HE SEES RATE LIFTOFF AT THE END OF 2022,2021-08-27 12:41:21.560000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,QYI312T1UM11,"*BULLARD REPEATS HE WANTS TAPER NOW, FIRST-QUARTER 2022 FINISH",2021-08-27 13:34:14.634000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QYI34FT0AFB4,*BULLARD NOW SEES CORE PCE INFLATION 2.5% OR HIGHER IN 2022,2021-08-27 13:36:15.124000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QYIFR3T1UM0W,*CLARIDA: DELTA DOES POSE A DOWNSIDE RISK TO THE OUTLOOK,2021-08-27 18:09:03.056000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QZUM96T0G1KW,"*POWELL: AS PRESSURE ABATES, INFLATION TO FALL TO LONG-RUN GOAL",2021-09-22 18:34:18.361000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QZUMNKT0AFB5,*POWELL: ANCHORING INFLATION EXPECTATIONS AT 2% IS ULTIMATE TEST,2021-09-22 18:42:56.271000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QZUMUBT1UM10,*POWELL: SOME PEOPLE WRITING LOW JOBLESS RATES IN PROJECTIONS,2021-09-22 18:46:59.900000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QZUNN6T0AFB6,*POWELL: FAILURE TO RAISE CEILING MAY MEAN SEVERE ECONOMY DAMAGE,2021-09-22 19:04:18.472000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R063MYDWLU6P,*BULLARD: FED HAS SIGNALED TAPERING WILL START `VERY SOON',2021-09-28 23:23:22.496000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R073UVT0AFBG,"*HARKER: DOWNSIDE RISKS INCL SUPPLY-CHAIN ISSUES, VIRUS UPSURGE",2021-09-29 13:00:00.014000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,R07LV6T0AFB5,*DALY: DON'T SEE CONDITIONS IN PLACE FOR RATE INCREASE IN 2022,2021-09-29 19:15:00.001000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R094VYDWX2Q1,*POWELL: WE ARE FAR AWAY FROM FULL EMPLOYMENT,2021-09-30 14:43:10.733000+00:00,1,,,,,,,,0,,,,,,,,,,1
5175,5175,,R0956DDWRGG5,*POWELL: HIGH INFLATION A FUNCTION OF SUPPPLY-SIDE BOTTLEKNECKS,2021-09-30 14:49:25.848000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R0ANUGBXCX6O,*KASHKARI DOESN'T SEE NEED FOR FED RATE INCREASE UNTIL 2024: DJ,2021-10-01 10:30:16.803000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R0VSASDWRGG4,*BULLARD REPEATS HE WOULD LIKE TO WRAP TAPER BY END OF 1Q 2022,2021-10-12 20:16:04.918000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R18MGNT0G1L1,*WALLER: WOULD BACK LIFTOFF SOONER IF INFLATION REMAINS TOO HIGH,2021-10-19 19:00:00.003000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R1A0J2T1UM0Y,*JONES SAYS SOMEONE MORE DOVISH THAN POWELL WOULD BE DISASTER,2021-10-20 12:40:14.530000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,R1BYPAT0G1KY,*WALLER: FED CAN SHRINK B/SHEET QUICKLY VIA RUN-OFF IF NEEDED,2021-10-21 13:55:58.418000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R1DWVAT0G1KW,"*POWELL: WE ARE ON TRACK TO BEGIN A TAPER, COMPLETE BY MID-2022",2021-10-22 15:11:34.183000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R20EBOT0G1KW,*POWELL: WILL USE TOOLS IF INFLATION EXCEEDS GOALS,2021-11-03 18:35:48.584000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R20EJ3T0AFBA,*POWELL: `WILL NOT HESITATE' ON RESPONSE TO INFLATION,2021-11-03 18:40:15.835000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R20EXPT1UM0Y,*POWELL: WILL USE TOOLS TO GET INFLATION UNDER CONTROL AS NEEDED,2021-11-03 18:49:01.516000+00:00,1,,,,,,,,1,,,,,,,,,,1
5776,5776,,R29JJUT1UM11,*EVANS: STILL HAVE WAY TO GO TO MEET INCLUSIVE EMPLOYMENT GOAL,2021-11-08 18:32:56.844000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,R2B5RRT0G1L0,*BULLARD REPEATS HE HAS PENCILED IN TWO RATE HIKES NEXT YEAR,2021-11-09 14:04:39.687000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R2BZ15T0AFH3,*FEDE'S BULLARD EXPECTS TWO RATE HIKES NEXT YEAR: CNBC,2021-11-10 00:36:41.866000+00:00,1,,,,,,,,2,,,,,,,,,,1
4536,4536,,R2O3L1DWRGG3,*BULLARD: HAS RATES RISING TO WHERE THEY WERE PRE-PANDEMIC,2021-11-16 13:46:13.971000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R2O3MBDWX2PY,"*BULLARD: MAKES SENSE TO MOVE MORE HAWKISHLY, MANAGE PRICE RISK",2021-11-16 13:46:59.563000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R2ZL6IDWX2PV,*POWELL: WILL USE TOOLS TO PREVENT INFLATION GETTING ENTRENCHED,2021-11-22 18:39:54.798000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R377DIT0G1KW,*BOSTIC: FED IS NOT GOING TO LET INFLATION GET OUT OF CONTROL,2021-11-26 21:22:30.321000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3E6JTDWRGG0,*POWELL: THREAT OF PERSISTENTLY HIGHER INFLATION HAS GROWN,2021-11-30 15:47:53.036000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3E9M1DWX2PV,*POWELL: WILL TALK ABOUT ACCELERATING TAPER AT NEXT MEETING,2021-11-30 16:54:01.533000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3G34LDWX2PS,*POWELL: REPEATS IT'S APPROPRIATE TO CONSIDER FASTER TAPER,2021-12-01 16:29:09.472000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3GLR1DWX2PS,*MESTER SAYS VERY OPEN TO CONSIDERING A FASTER TAPER PACE,2021-12-01 23:11:25.607000+00:00,1,,,,,,,,1,,,,,,,,,,1
4745,4745,,R3GLWZDWX2PU,*MESTER: FASTER TAPER BUYS FED AN OPTION TO HIKE IF WE HAVE TO,2021-12-01 23:14:59.664000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3HY6LDWLU76,*BOSTIC: PROLONGED INFLATION BOOSTS CASE TO PULL HIKES FORWARD,2021-12-02 16:37:33.607000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R3JK4JDWX2PT,*BULLARD REPEATS HE FAVORS FED SPEEDING UP THE PACE OF TAPER,2021-12-03 14:15:00.001000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R3JQBNDWRGG6,*BULLARD: MAY NEED SOONER MOVE IF INFLATION IN WRONG DIRECTION,2021-12-03 15:45:00.006000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R468VFDWX2PS,*POWELL CITES ELEVATED INFLATION FOR SPEEDING UP TAPER,2021-12-15 19:30:51.544000+00:00,1,,,,,,,,1,,,,,,,,,,1
5176,5176,,R4692DDWX2PY,*POWELL: HIGH INFLATION IMPOSES SIGNIFICANT HARDSHIP ON PEOPLE,2021-12-15 19:35:01.664000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R469Y3DWRGG2,"*POWELL: AFTER LABOR DAY, BECAME CLEAR INFLATION MORE PERSISTENT",2021-12-15 19:54:03.894000+00:00,1,,,,,,,,1,,,,,,,,,,1
5177,5177,,R46AMZDWX2PZ,*POWELL: HIGH INFLATION MAY BE CHIEF THREAT TO MAX EMPLOYMENT,2021-12-15 20:08:59.948000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R49VGJDWLU6A,*WALLER SAYS WANT TO PUT MARCH ON TABLE FOR LIFTOFF IF NEEDED,2021-12-17 18:31:31.355000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R570OKT0AFB8,*KASHKARI: HIGH PRICES COULD RAISE INF. EXPECTATIONS ABOVE 2%,2022-01-04 16:05:08.229000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R570OKT0AFBA,*KASHKARI SEES TWO INTEREST-RATE INCREASES IN 2022,2022-01-04 16:05:08.264000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RPF0S13V2807,"*FED SAYS WILL TAKE CUMULATIVE TIGHTENING, LAGS INTO ACCOUNT",2023-02-01 19:00:01.223000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RRXOO1TVI5N4,"*FED SAYS WILL TAKE CUMULATIVE TIGHTENING, LAGS INTO ACCOUNT",2023-03-22 18:00:01.291000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RU3GO1TVI5N1,"*FED SAYS WILL TAKE CUMULATIVE TIGHTENING, LAGS INTO ACCOUNT",2023-05-03 18:00:01.145000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R5ASPRT1UM0Y,*BULLARD: FOMC COULD START RAISING POLICY RATE AS SOON AS MARCH,2022-01-06 18:15:00.001000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5B0Y6T1UM0Z,*BULLARD: OWN VIEW IS TO START RUNOFF SHORTLY AFTER RATE HIKE,2022-01-06 20:01:18.306000+00:00,1,,,,,,,,2,,,,,,,,,,1
6578,6578,,R5CJXADWRGG2,*DALY: WE'RE AT A POINT IN TIME WHERE WE NEED TO ADJUST POLICY,2022-01-07 15:48:46.602000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5CJZEDWLU73,"*DALY OWN VIEW IS RAISE RATES GRADUALLY, THEN MOVE TO BAL SHEET",2022-01-07 15:50:02.494000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5ILBLDWLU6Z,*BOSTIC: WILL ACT TO ENSURE INFLATION DOESN’T RUN AWAY FROM US,2022-01-11 11:00:00.008000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5JTIJT0G1KW,*GEORGE FAVORS RUNNING DOWN FED BALANCE SHEET EARLIER VS LATER,2022-01-11 14:30:00.004000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R5JYF8T0AFB5,"*POWELL: WE HAVE TO ACHIEVE PRICE STABILITY, CONFIDENT WE WILL",2022-01-11 15:45:08.895000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R5LUOHT1UM0Y,*MESTER SUPPORTS RAISING RATES IN MARCH IF OUTLOOK STAYS SAME,2022-01-12 16:19:29.956000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5LV1TT0G1KX,*MESTER: NEED TO REDUCE FED BAL. SHEET TO MORE `REASONABLE SIZE',2022-01-12 16:27:29.820000+00:00,1,,,,,,,,1,,,,,,,,,,1
5012,5012,,R5LV4MT0AFBB,*MESTER: SHRINK B/S AS FAST AS POSSIBLE WITHOUT ROILING MARKETS,2022-01-12 16:29:10.910000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R5ME5IT1UM0W,"*DALY SEES FED RATE HIKES COMING IN 2022, EVEN AS EARLY AS MARCH",2022-01-12 23:20:06.137000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R5PI4VT0AFB8,*WILLIAMS: FED `APPROACHING A DECISION’ TO START RAISING RATES,2022-01-14 16:03:39.680000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,QX9R0WDWX2Q3,"*U.S. HOUSEHOLD DEBT ROSE MOST SINCE 2013 IN 2Q, NY FED SAYS",2021-08-03 15:00:32.650000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R5PJTQT0G1KW,*WILLIAMS SAYS VERY CLOSE TO MAXIMUM EMPLOYMENT,2022-01-14 16:15:26.702000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R5PJULT1UM0X,*WILLIAMS: FED FOCUSED ON MAKING SURE INFLATION WILL COME DOWN,2022-01-14 16:15:57.522000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R6IKH4DWLU68,"*FED COULD OPT FOR 50-BASIS POINT HIKE, BOSTIC TELLS FT",2022-01-30 08:19:52.279000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,QBQ1W7T0G1KY,"*FED SAYS TO BUY TREASURIES, MBS `AT LEAST AT THE CURRENT PACE’",2020-06-10 18:00:00.017000+00:00,1,,,,,,,,-1,,,,,,,,,,1
6585,6585,,R6MOBCDWLU79,*HARKER: SUPPORT 25 BASIS-POINT INCREASE IN MARCH,2022-02-01 13:33:12.910000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R6MOIADWX2PW,*HARKER: PROBABLY WILL HAVE BAD JOBS REPORT DUE TO OMICRON,2022-02-01 13:37:22.401000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,R6N5ENDWX2PV,*BULLARD: FED B/SHEET RUNOFF CAN BE FASTER THAN LAST TIME AROUND,2022-02-01 19:42:23.857000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R70I42T1UM0W,*DALY SAYS DON'T EXPECT TO SEE 2% INFLATION BY YEAR-END,2022-02-09 00:45:38.515000+00:00,1,,,,,,,,0,,,,,,,,,,1
6611,6611,,R71GOMT0G1L0,"*BOSTIC: HAVE THREE RATE HIKES FOR THIS YEAR, LEANING TO FOUR",2022-02-09 13:12:22.771000+00:00,1,,,,,,,,2,,,,,,,,,,1
6162,6162,,R71QPQT0G1L8,*MESTER SUPPORTS MOVING UP THE FED FUNDS RATE IN MARCH,2022-02-09 17:00:00.013000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R71STGT0G1KW,*MESTER: DON'T SEE COMPELLING CASE FOR 50-BP RATE INCREASE,2022-02-09 17:34:28.480000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QGRJ9UDWRGG6,"*FED SAYS TO CONTINUE TREASURY, MBS PURCHASES AT CURRENT PACE",2020-09-16 18:00:00.017000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R73NL6T1UM0X,*BULLARD FAVORS FIRST HALF-POINT U.S. RATE INCREASE SINCE 2000,2022-02-10 17:45:00.004000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R747ORT1UM0W,*BARKIN: COULD REDUCE BAL SHEET `SOON AFTER' START RAISING RATES,2022-02-11 00:50:51.033000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R7943UDWRGG0,*DALY: REPEATS SHE WOULD SUPPORT START OF RATE HIKES IN MARCH,2022-02-13 16:21:30.248000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,Q9K9VNDWLU6D,"*FED SAYS TO CONTINUE TREASURY, MBS BUYING IN AMOUNTS NEEDED",2020-04-29 18:00:00.010000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R7AR0JDWX2PX,*BULLARD: NEED TO FRONTLOAD MORE OF PLANNED END TO ACCOMMODATION,2022-02-14 13:33:55.906000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7AR58DWX2PX,"*BULLARD: FED MUST FOLLOW THROUGH, RATIFY EXPECTATIONS IN 2-YR",2022-02-14 13:36:44.714000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R7EORGT0G1KZ,*KASHKARI: UNLIKELY TO RETURN TO 2% INFLATION TARGET BY YR-END,2022-02-16 16:35:40.899000+00:00,1,,,,,,,,0,,,,,,,,,,1
6586,6586,,R7EVOGT1UM0W,*FED: MOST SAID FASTER PACE OF INCREASES THAN IN 2015 WARRANTED,2022-02-16 19:05:04.449000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7EZ81T1UM0W,*DALY: REPEATS MARCH MEETING APPROPRIATE FOR START OF RATE HIKE,2022-02-16 20:21:37.880000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RR7U63T1UM0W,*FED SAYS OVERALL ECONOMIC ACTIVITY ROSE SLIGHTLY IN EARLY 2023,2023-03-08 19:01:15.906000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R7GIY2T0G1KW,*BULLARD: BEST RESPONSE IS TO FRONT-LOAD REMOVING ACCOMMODATION,2022-02-17 16:25:14.358000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7GKGRT0AFB4,*BULLARD: WANT TO PLAY THE BALANCE-SHEET CARD AS SOON AS WE CAN,2022-02-17 16:58:03.619000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R7GXIYDWX2PU,*MESTER BACKS MARCH HIKE WITH FURTHER INCREASES IN COMING MONTHS,2022-02-17 22:00:00.007000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7IAXET1UM0Z,*WILLIAMS: APPROPRIATE TO RAISE FED'S KEY RATE AT MARCH MEETING,2022-02-18 16:05:00.001000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7NV15T0AFB8,*BOWMAN: URGENCY TO TACKLE INFLATION INCREASED SINCE JAN. FOMC,2022-02-21 16:15:00.004000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R7NV15T0AFB9,*BOWMAN: NEED TO BEGIN SHRINKING FED BAL. SHEET IN COMING MONTHS,2022-02-21 16:15:00.005000+00:00,1,,,,,,,,1,,,,,,,,,,1
6189,6189,,R7NV15T0AFBB,*BOWMAN: MY INTENT IS TO TAKE FORCEFUL ACTION TO COOL INFLATION,2022-02-21 16:15:00.007000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7Q59GT0G1KW,*BOSTIC: UNCERTAINTY OVER UKRAINE IS A DOWNSIDE RISK,2022-02-22 21:05:40.469000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,Q8DOJZT1UM0Z,*FED SAYS ADDITIONAL DETAILS WILL BE ANNOUNCED LATER THIS WEEK,2020-04-06 18:00:00.002000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,R7RZJ7T0AFB4,"*DALY BACKS AT LEAST FOUR FED RATE HIKES THIS YEAR, MAY BE MORE",2022-02-23 20:57:07.226000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R7THLQDWRGG1,"*BOSTIC: OPEN TO 4 RATE HIKES, MAYBE MORE; ALL DATA-DEPENDENT",2022-02-24 16:25:02.949000+00:00,1,,,,,,,,2,,,,,,,,,,1
6664,6664,,R7U8BRDWRGG3,*WALLER: SHRINKING BALANCE SHEET BACK TO 8% OF GDP A GOOD TARGET,2022-02-25 02:02:15.888000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R7VEDYDWX2PU,*BULLARD: FED NOT MOVED FAST ENOUGH GIVEN INFLATION DEVELOPMENTS,2022-02-25 17:10:46.297000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R7VEEUDWRGG0,*BULLARD REPEATS HE WANTS TO START BAL. SHEET SHRINK BY JULY 1,2022-02-25 17:11:18.212000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,QCPAH9T0AFB7,*FED SAYS HEALTHY MARKETS SHOULD LIMIT USE OF CORPORATE FACILITY,2020-06-29 18:39:09.116000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R84OJ3DWX2PS,*POWELL: RATE INCREASES `HAVE ALREADY HAPPENED IN EFFECT',2022-03-02 17:28:15.376000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R86F5GT1UM11,*POWELL: WE NEED TO MOVE AWAY FROM VERY LOW INTEREST RATES,2022-03-03 16:00:52.866000+00:00,1,,,,,,,,1,,,,,,,,,,1
5562,5562,,R86FL5T0G1KW,*POWELL: WE'LL RAISE RATES AND SHRINK BALANCE SHEET OVER 2022,2022-03-03 16:10:17.626000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R86GZAT0AFB5,*POWELL: RATE INCREASES SEEN THIS YEAR AND `NO DOUBT BEYOND',2022-03-03 16:40:22.928000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R870FBT1UM0W,*WILLIAMS SEES FED STARTING TO SHRINK BALANCE SHEET THIS YEAR,2022-03-03 23:40:23.084000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R870NKT1UM0X,*WILLIAMS: FED WILL TAKE ACTIONS NEEDED TO BRING INFLATION DOWN,2022-03-03 23:45:20.425000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R8UP29T0G1L1,*POWELL: FOMC DETERMINED TO RESTORE PRICE STABILITY,2022-03-16 18:37:21.897000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R8UPDKT1UM0W,"*POWELL: TIME FOR RATE INCREASES, BAL-SHEET CUTS HAS COME",2022-03-16 18:44:08.996000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R8UPELT0AFB7,*POWELL: FOMC `ACUTELY AWARE' OF PRICE-STABILITY RETURN NEED,2022-03-16 18:44:45.292000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R8UQK7T0G1KW,*POWELL: FRAMEWORK IS ALL ABOUT ANCHORING INF EXPECTATIONS AT 2%,2022-03-16 19:09:43.751000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R8Y8UXDWLU6K,*KASHKARI: SHOULD SHRINK BAL-SHEET AT DOUBLE PACE OF LAST TIME,2022-03-18 16:37:45.969000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R8Y9CPT1UM0Z,*BARKIN: FED COULD HIKE BY 50 BPS TO STOP UNANCHORED INFLATION,2022-03-18 17:03:22.954000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,Q55377DWLU6E,*FED SAYS 4Q DEMAND FOR COMMERCIAL AND INDUSTRIAL LOANS WEAKENED,2020-02-03 19:00:00.002000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,R93F7VDWRGGN,"*BOSTIC SEES SIX RATE INCREASES IN TOTAL OVER 2022, TWO IN 2023",2022-03-21 12:00:00.010000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,Q9V1FST0G1LQ,*FED SAYS DATA DOESN’T FULLY REFLECT POTENTIAL IMPACT OF VIRUS,2020-05-05 15:00:00.002000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R93F7VDWRGGS,*BOSTIC: GETTING INFLATION UNDER CONTROL TOP PRIORITY FOR 2022,2022-03-21 12:00:00.015000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R93K3RDWX2PV,*BOSTIC: SHRINKING BALANCE SHEET WILL COMPLEMENT RATE INCREASES,2022-03-21 13:30:00.003000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RSRE43DWLU6A,"*US FEB. CONSUMER CREDIT RISES $15.3 BILLION, FED SAYS",2023-04-07 19:00:04.019000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,R93QNPT1UM0Y,"*POWELL: IF FED NEEDS TO TIGHTEN ABOVE NEUTRAL RATE, WILL DO SO",2022-03-21 16:30:00.001000+00:00,1,,,,,,,,2,,,,,,,,,,1
